timestamp,open,high,low,close,volume
2020-01-01T00:00:00,1.100000,1.100190,1.099561,1.099683,764
2020-01-01T00:01:00,1.099683,1.102674,1.098598,1.101227,568
2020-01-01T00:02:00,1.101227,1.103797,1.100467,1.103197,527
2020-01-01T00:03:00,1.103197,1.104621,1.102350,1.103486,743
2020-01-01T00:04:00,1.103486,1.104605,1.101585,1.101856,838
2020-01-01T00:05:00,1.101856,1.106015,1.100496,1.104745,173
2020-01-01T00:06:00,1.104745,1.105700,1.102549,1.104100,354
2020-01-01T00:07:00,1.104100,1.109563,1.103454,1.108695,377
2020-01-01T00:08:00,1.108695,1.111666,1.108065,1.110430,559
2020-01-01T00:09:00,1.110430,1.112207,1.105299,1.107066,90
2020-01-01T00:10:00,1.107066,1.107735,1.101509,1.103123,601
2020-01-01T00:11:00,1.103123,1.103271,1.099758,1.100148,687
2020-01-01T00:12:00,1.100148,1.101301,1.099446,1.100400,113
2020-01-01T00:13:00,1.100400,1.102053,1.099573,1.101170,864
2020-01-01T00:14:00,1.101170,1.101965,1.099553,1.099771,969
2020-01-01T00:15:00,1.099771,1.101621,1.099384,1.101449,660
2020-01-01T00:16:00,1.101449,1.104711,1.100892,1.103142,957
2020-01-01T00:17:00,1.103142,1.105885,1.102057,1.104986,711
2020-01-01T00:18:00,1.104986,1.106674,1.101362,1.103285,834
2020-01-01T00:19:00,1.103285,1.105045,1.102487,1.104696,226
2020-01-01T00:20:00,1.104696,1.107884,1.104543,1.107140,521
2020-01-01T00:21:00,1.107140,1.109087,1.104145,1.105640,479
2020-01-01T00:22:00,1.105640,1.106871,1.105597,1.106396,774
2020-01-01T00:23:00,1.106396,1.108434,1.102449,1.103644,418
2020-01-01T00:24:00,1.103644,1.106541,1.097901,1.098728,783
2020-01-01T00:25:00,1.098728,1.101193,1.098574,1.100686,652
2020-01-01T00:26:00,1.100686,1.103874,1.099794,1.102468,620
2020-01-01T00:27:00,1.102468,1.103821,1.101197,1.101230,576
2020-01-01T00:28:00,1.101230,1.101573,1.100926,1.101445,559
2020-01-01T00:29:00,1.101445,1.101455,1.096289,1.098168,358
2020-01-01T00:30:00,1.098168,1.100719,1.095559,1.099961,906
2020-01-01T00:31:00,1.099961,1.102083,1.097074,1.101525,790
2020-01-01T00:32:00,1.101525,1.105829,1.100888,1.103633,664
2020-01-01T00:33:00,1.103633,1.104368,1.102247,1.102283,392
2020-01-01T00:34:00,1.102283,1.103867,1.102040,1.102498,10
2020-01-01T00:35:00,1.102498,1.103536,1.099089,1.099831,124
2020-01-01T00:36:00,1.099831,1.104886,1.099368,1.103908,69
2020-01-01T00:37:00,1.103908,1.103990,1.100835,1.102260,90
2020-01-01T00:38:00,1.102260,1.105096,1.100569,1.104443,794
2020-01-01T00:39:00,1.104443,1.107160,1.103291,1.106017,979
2020-01-01T00:40:00,1.106017,1.106284,1.103559,1.104365,226
2020-01-01T00:41:00,1.104365,1.106036,1.101902,1.102701,716
2020-01-01T00:42:00,1.102701,1.104186,1.101104,1.103277,458
2020-01-01T00:43:00,1.103277,1.104253,1.102466,1.103179,263
2020-01-01T00:44:00,1.103179,1.104486,1.102501,1.103497,235
2020-01-01T00:45:00,1.103497,1.105226,1.102578,1.102656,70
2020-01-01T00:46:00,1.102656,1.105663,1.102387,1.103288,253
2020-01-01T00:47:00,1.103288,1.103514,1.101384,1.102634,562
2020-01-01T00:48:00,1.102634,1.108028,1.101509,1.106114,813
2020-01-01T00:49:00,1.106114,1.107229,1.104843,1.105034,106
